AÑOREG;DEPOCU;DEPREG;DIAOCU;EDADHOM;EDADMUJ;MESOCU;MESREG;MUPOCU;MUPREG;NACHOM;NACMUJ
2016;19;19;18;29;25;11;3;1903;1903;320;320
2015;17;17;26;999;47;8;12;1704;1704;320;320
2016;1;1;16;37;32;7;1;101;101;320;320
2016;1;1;4;999;35;5;3;115;101;320;320
2015;1;1;11;999;36;9;12;101;101;320;320
2015;19;19;22;999;999;9;12;1907;1907;320;320
2015;18;18;27;36;33;5;7;1804;1804;320;320
2015;17;17;15;999;999;6;8;1701;1701;320;320
2016;6;6;19;37;27;11;1;614;614;320;320
2015;1;1;2;999;999;10;11;101;101;320;320
2015;1;1;28;999;36;8;10;101;101;320;320
2015;1;1;14;999;35;7;10;101;101;320;320
2015;1;1;10;999;999;2;4;101;101;320;320
2015;1;4;25;999;51;8;11;101;415;320;320
2015;21;21;16;36;32;10;12;2101;2101;320;320
2015;21;21;25;33;33;6;9;2101;2101;320;320
2016;1;1;22;28;27;10;1;114;114;320;320
2015;9;9;20;999;46;4;6;903;901;320;320
2016;1;1;29;999;27;9;1;101;101;320;320
2015;1;5;20;999;46;4;5;101;512;320;320
2015;21;21;17;31;26;3;4;2101;2101;222;320
2015;20;20;19;29;21;1;3;2008;2008;320;320
2015;19;19;30;32;29;6;8;1901;1901;320;320
2016;16;16;19;51;40;11;1;1603;1603;320;320
2015;10;10;6;32;25;4;5;1010;1013;320;320
2015;10;10;7;30;24;5;5;1001;1001;320;320
2015;9;9;7;999;33;8;9;920;920;320;320
2016;9;9;6;999;19;3;2;920;920;320;320
2015;9;9;25;25;22;2;9;920;920;320;320
2015;9;9;27;34;25;7;10;902;901;320;320
2015;1;1;2;999;25;3;11;115;101;320;320
2015;1;1;20;27;24;3;5;115;101;320;320
2016;1;1;10;999;38;11;2;101;101;320;320
2015;1;1;20;26;23;4;6;101;101;320;320
2015;1;1;16;999;42;4;6;101;101;320;320
2016;1;1;22;25;22;4;1;115;101;862;320
2015;12;12;6;999;999;10;10;1213;1213;320;320
2015;12;12;28;27;25;9;11;1212;1212;320;320
2015;1;1;20;999;28;1;4;101;101;320;320
2015;21;21;14;26;24;10;12;2101;2101;320;320
2016;19;19;26;35;24;11;1;1901;1901;320;320
2016;10;10;22;33;33;10;1;1001;1001;320;320
2016;9;9;12;25;24;8;4;903;903;320;320
2015;9;9;20;35;30;3;5;902;902;320;320
2015;9;9;23;23;21;3;8;901;901;320;320
2015;8;8;10;22;21;9;10;801;801;320;320
2015;6;6;23;37;35;7;9;602;602;320;320
2015;1;1;19;999;999;1;5;108;108;320;320
2016;1;17;22;999;29;12;6;108;1712;320;320
2016;1;1;5;999;999;11;2;101;101;320;320
2015;1;1;26;999;43;6;9;101;101;320;320
2015;13;13;8;999;54;4;8;1301;1301;320;320
2015;17;17;14;39;35;9;10;1703;1703;320;320
2016;5;5;5;999;30;11;3;509;509;320;320
2016;1;1;9;999;42;10;3;101;101;320;320
2015;1;1;27;999;35;7;12;101;101;320;320
2015;1;1;17;29;24;2;5;101;101;320;320
2015;21;21;22;999;999;6;7;2101;2101;320;320
2015;14;14;19;39;24;6;8;1413;1413;320;320
2015;13;13;9;999;999;2;7;1312;1312;320;320
2015;12;12;4;30;29;6;6;1220;1220;320;320
2015;12;12;19;999;999;10;12;1204;1201;320;320
2015;11;11;23;999;999;2;4;1104;1105;320;320
2015;11;11;26;35;33;6;8;1101;1106;320;320
2015;10;10;15;999;999;7;11;1001;1001;320;320
2015;9;9;13;999;999;5;6;901;901;320;320
2015;6;6;14;999;999;10;11;601;601;320;320
2015;2;2;29;999;999;4;6;204;204;320;320
2015;1;1;18;32;29;3;10;115;101;320;320
2015;1;1;16;999;999;4;8;115;115;320;320
2015;1;1;9;999;999;7;8;114;114;320;320
2015;1;1;30;999;999;3;5;114;114;320;320
2016;1;5;9;25;22;12;1;114;509;320;320
2015;1;1;9;999;999;4;6;108;101;320;320
2015;1;5;7;999;999;4;7;108;501;320;320
2016;1;1;2;999;31;9;2;102;102;320;320
2015;1;1;8;999;999;12;12;101;101;320;320
2015;1;1;27;999;999;8;10;101;101;320;320
2015;1;1;20;999;999;8;11;101;101;320;320
2015;1;1;18;999;999;8;11;101;101;320;320
2015;1;1;24;999;999;8;10;101;101;320;320
2015;1;1;31;999;999;7;10;101;101;320;320
2015;1;1;30;999;999;7;10;101;101;320;320
2016;1;1;23;999;999;7;3;101;101;320;320
2016;1;1;16;999;999;7;5;101;101;320;320
2015;1;1;2;999;999;7;8;101;101;320;320
2015;1;1;27;999;42;5;8;101;101;320;1026
2015;1;1;14;999;999;5;7;101;101;320;320
2015;1;1;13;999;999;4;8;101;101;320;320
2015;1;1;7;999;999;4;10;101;101;320;320
2015;1;1;10;999;999;3;5;101;101;320;320
2016;1;1;17;999;999;3;1;101;101;320;222
2015;1;1;13;999;999;1;8;101;101;320;320
2015;1;1;5;999;39;5;7;101;106;320;320
2015;1;1;12;999;999;3;4;113;113;840;320
2015;18;18;8;999;59;7;8;1801;1801;320;320
2016;12;1;3;999;999;12;3;1213;116;320;320
2015;3;1;13;40;999;3;5;302;101;320;320
2015;1;1;23;999;999;4;10;101;101;320;320
2015;1;1;16;40;36;7;8;101;111;320;320
2015;1;1;9;28;25;11;12;101;101;320;320
2015;1;1;21;999;999;8;10;101;101;320;320
2015;1;1;27;999;999;3;5;101;101;320;320
2015;1;1;4;999;999;5;6;101;116;320;320
2015;16;16;31;999;999;8;11;1601;1601;320;320
2016;9;9;4;38;999;12;1;901;901;320;320
2015;1;1;7;47;35;4;6;115;115;320;320
2016;8;8;22;22;22;12;4;802;802;320;320
2015;2;2;5;34;30;8;12;201;201;320;320
2015;1;1;10;28;24;9;11;101;101;320;320
2015;11;11;16;24;28;7;8;1109;1109;320;320
2016;1;1;23;34;28;4;4;108;101;320;320
2015;18;18;24;35;27;2;3;1801;1801;320;320
2015;9;9;4;999;999;2;4;901;901;320;320
2016;1;1;10;999;999;7;3;113;101;320;320
2015;9;9;10;31;35;8;9;920;920;9999;9999
2015;1;1;20;999;999;7;10;115;101;320;320
2016;1;1;20;999;999;11;5;101;101;320;320
2016;1;1;16;999;999;10;3;115;101;320;320
2016;9;9;21;999;24;10;2;901;901;320;320
2016;7;7;7;999;999;12;4;704;701;320;320
2015;7;11;13;999;999;5;7;704;1101;320;320
2015;6;6;28;999;999;4;6;601;601;320;320
2016;20;20;4;999;999;9;1;2001;2001;320;320
2015;5;5;21;27;18;10;12;501;505;320;320
2015;4;8;19;24;22;3;8;406;801;320;320
2015;22;22;3;999;999;8;8;2214;2214;320;320
2015;20;20;11;999;999;3;7;2004;2005;320;320
2015;19;19;19;999;999;1;3;1902;1902;320;320
2015;16;16;27;43;41;2;4;1610;1610;320;320
2015;16;16;25;41;39;5;7;1601;1609;320;320
2015;15;15;17;999;999;2;3;1501;1501;320;320
2015;15;16;7;44;42;7;9;1501;1610;320;320
2015;14;14;29;27;27;7;10;1413;1413;320;320
2015;14;14;17;41;43;8;11;1406;1406;320;320
2016;14;14;25;999;999;6;5;1404;1401;320;320
2015;14;14;25;999;999;6;7;1404;1404;320;320
2015;13;13;25;44;43;8;9;1316;1316;320;320
2015;12;12;10;999;999;2;3;1215;1215;320;320
2015;11;11;18;29;31;9;12;1109;1109;320;320
2015;10;10;21;24;26;8;9;1019;1009;320;320
2016;9;9;10;999;999;12;2;920;920;320;320
2015;9;12;17;999;999;8;9;920;1220;320;320
2015;9;9;17;22;21;3;6;901;901;320;320
2015;5;5;19;23;21;3;8;504;502;320;320
2015;17;1;6;999;999;4;10;1701;101;9999;9999
2015;20;20;19;41;999;10;12;2004;2004;320;320
2015;7;7;4;23;16;3;5;704;704;320;320
2015;10;1;20;26;34;4;6;1015;101;320;320
2016;16;16;5;49;44;10;4;1601;1601;320;320
2016;9;9;16;35;34;12;1;920;920;320;320
2015;18;18;6;30;26;3;3;1802;1801;320;320
2015;16;16;27;21;19;3;8;1604;1604;320;320
2015;15;15;1;26;22;7;7;1501;1501;320;320
2015;9;9;2;24;23;3;5;920;920;320;320
2015;4;4;19;21;16;5;6;405;415;320;320
2016;9;9;4;60;56;5;5;901;901;320;320
2016;9;9;15;55;52;12;1;914;914;320;320
2016;9;9;10;44;43;11;3;914;914;320;320
2015;21;21;13;30;27;5;6;2103;2101;320;320
2015;10;10;16;65;52;4;6;1010;1010;320;320
2015;9;9;9;33;32;6;10;922;922;320;320
2015;9;9;3;19;20;8;11;919;919;320;320
2015;9;9;5;48;41;10;11;914;914;320;320
2015;9;9;22;34;30;1;3;903;903;320;320
2016;7;7;13;24;22;11;2;701;701;320;320
2015;6;6;12;28;24;2;3;609;601;320;320
2015;6;6;21;24;20;1;5;601;601;320;320
2015;3;3;29;43;999;4;6;316;301;320;320
2015;16;16;21;57;53;1;5;1602;1602;320;320
2016;16;16;8;31;20;5;4;1616;1616;320;320
2015;10;10;25;43;40;9;10;1010;1001;320;320
2015;9;9;27;42;38;7;10;919;919;320;320
2015;7;7;15;41;999;1;1;713;701;320;320
2016;6;6;15;39;32;10;1;614;614;320;320
2016;6;6;29;46;46;5;3;602;602;320;320
2015;18;18;5;47;50;8;11;1801;1801;320;320
2016;6;6;18;29;17;9;4;603;603;320;320
2016;4;1;3;28;29;12;4;407;101;320;320
2015;10;10;13;27;22;4;5;1008;1008;320;320
2015;7;7;30;26;22;3;8;719;719;320;320
2016;5;5;23;31;999;10;1;510;510;320;320
2015;5;5;4;41;24;2;6;509;509;320;320
2016;9;9;25;41;38;11;2;901;901;320;320
2015;1;1;10;999;999;8;10;101;101;320;320
2015;22;22;23;999;999;6;7;2212;2212;320;320
2015;22;22;6;999;999;2;3;2211;2211;320;320
2015;22;22;25;999;999;5;7;2201;2201;320;320
2015;22;22;11;999;999;5;6;2201;2201;320;320
2015;21;21;24;999;999;7;9;2103;2101;320;320
2015;21;21;9;999;999;3;4;2103;2101;320;320
2015;21;21;27;999;999;5;8;2103;2103;320;320
2016;21;21;8;999;999;12;1;2101;2101;320;320
2016;21;21;7;999;999;10;1;2101;2101;320;320
2015;21;21;13;999;999;7;8;2101;2101;320;320
2015;21;21;15;999;999;6;7;2101;2101;320;320
2015;21;21;18;999;999;5;7;2101;2101;320;320
2015;21;21;17;999;999;4;6;2101;2101;320;320
2015;21;21;11;999;999;3;4;2101;2101;320;320
2015;21;21;19;999;999;1;3;2101;2101;320;320
2015;20;20;19;999;999;5;8;2010;2010;320;320
2016;19;19;26;999;999;11;2;1903;1903;320;320
2015;18;18;30;999;999;1;6;1801;1801;320;320
2015;16;16;10;999;999;3;8;1605;1603;320;320
2015;14;14;5;999;999;8;10;1413;1413;320;320
2015;14;14;22;999;999;1;6;1413;1413;320;320
2015;12;12;20;999;999;2;4;1213;1213;320;320
2015;12;12;22;999;999;5;8;1211;1211;320;320
2015;11;11;8;999;999;9;10;1107;1107;320;320
2015;9;9;1;999;999;7;10;920;920;320;320
2015;9;9;18;999;999;6;8;920;920;320;320
2015;9;9;24;999;999;6;9;920;920;320;320
2015;9;9;1;999;999;6;10;920;920;320;320
2015;9;9;19;999;999;1;4;920;920;320;320
2016;9;9;6;999;999;11;5;908;908;320;320
2015;7;7;7;999;999;8;11;709;701;320;320
2015;7;7;7;999;999;8;10;709;709;320;320
2016;7;7;1;999;999;12;4;708;701;320;320
2015;7;7;1;29;31;7;8;707;701;320;320
2015;7;7;26;999;999;8;11;701;701;320;320
2015;6;6;27;999;999;10;12;611;611;320;320
2015;6;6;5;999;999;2;2;608;608;320;320
2015;6;6;23;999;37;11;12;602;602;320;320
2015;5;5;16;999;999;1;2;509;509;320;320
2016;5;5;9;999;999;12;4;504;502;320;320
2016;5;5;15;999;999;6;3;502;502;320;320
2015;4;4;9;999;999;10;12;411;401;320;320
2015;1;1;12;45;50;2;4;116;101;320;320
2015;1;1;10;32;24;11;12;114;114;320;320
2015;1;1;22;999;999;6;8;113;101;320;320
2015;1;1;13;999;999;8;9;108;101;320;320
2016;1;1;16;999;999;11;2;101;101;320;320
2016;22;22;28;999;999;10;1;2203;2203;320;320
2015;22;22;22;999;999;9;12;2201;2201;320;320
2015;20;20;16;999;999;11;12;2006;2006;320;320
2015;20;20;20;999;999;7;10;2005;2005;320;320
2015;20;20;18;999;999;2;6;2001;2011;320;320
2015;18;18;4;999;999;8;10;1801;1801;320;320
2015;18;18;3;999;999;6;12;1801;1801;320;320
2016;14;14;10;999;999;9;1;1404;1404;320;320
2015;14;14;15;999;999;7;8;1404;1404;320;320
2016;9;9;13;999;999;4;2;903;903;320;320
2015;5;3;18;50;999;3;5;506;310;320;320
2015;17;17;26;999;999;6;7;1703;1701;320;320
2015;17;17;23;999;999;1;6;1701;1701;320;320
2015;7;7;5;999;34;10;10;707;707;320;320
2015;22;1;8;999;41;1;2;2209;101;320;320
2015;21;1;12;999;69;3;5;2103;101;320;320
2016;18;18;21;33;23;5;4;1802;1801;320;320
2015;10;9;13;41;38;10;10;1019;919;320;320
2016;5;5;25;999;48;9;1;509;509;320;320
2015;17;17;2;999;999;10;11;1712;1712;320;320
2015;16;16;20;999;999;3;5;1604;1604;320;320
2016;16;16;29;999;999;6;2;1603;1603;320;320
2015;16;16;3;999;999;7;10;1601;1601;320;320
2015;16;16;27;999;44;7;11;1601;1602;320;320
2016;10;10;18;32;30;11;2;1019;1019;320;320
2015;9;9;22;26;30;10;12;921;921;320;320
2015;22;22;24;999;48;9;10;2201;2201;320;320
2015;22;22;22;65;32;6;7;2204;2204;320;320
2015;1;1;5;43;41;6;8;102;101;320;320
2015;16;16;18;999;999;2;6;1601;1602;320;320
2015;18;18;23;999;999;7;9;1801;1804;320;320
2016;1;1;11;999;999;8;2;101;101;320;320
2015;19;19;28;37;30;8;10;1901;1901;320;320
2015;16;16;27;46;36;3;9;1610;1601;320;320
2016;17;17;28;999;999;12;4;1703;1703;320;320
2015;1;1;4;999;999;9;10;101;115;320;320
2015;1;1;12;72;63;1;3;101;117;320;320
2015;5;5;9;59;34;4;9;502;502;320;320
2015;1;1;6;25;999;1;5;108;101;320;320
2015;20;20;11;48;49;2;4;2008;2008;320;320
2015;18;18;27;38;42;5;8;1801;1801;320;320
2015;13;13;12;27;23;8;11;1303;1301;320;320
2015;6;6;14;40;999;4;4;613;613;320;320
2015;6;6;9;47;24;2;3;608;608;320;320
2016;5;5;3;58;999;11;2;510;510;320;320
2015;22;22;7;38;999;4;6;2216;2216;320;320
2015;12;12;30;44;999;4;6;1217;1217;320;320
2015;12;12;3;44;999;3;4;1217;1217;320;320
2016;4;4;13;26;33;7;1;415;401;320;320
2016;3;1;25;57;46;11;2;306;101;320;320
2015;6;6;19;41;36;11;12;614;614;320;320
2015;1;1;8;23;30;6;7;108;111;320;320
2015;6;6;6;31;27;7;7;614;614;320;320
2015;1;1;20;36;33;7;8;101;115;320;320
2015;5;5;14;34;30;8;12;509;509;320;320
2015;14;14;29;25;24;4;9;1410;1410;320;320
2015;1;1;21;32;20;8;10;106;101;320;320
2015;1;1;13;45;41;10;11;114;114;320;320
2016;14;14;27;48;33;5;1;1420;1420;320;320
2016;13;13;27;32;21;7;2;1303;1301;320;320
2015;9;9;3;29;23;8;9;901;901;320;320
2016;6;6;30;26;23;11;1;602;604;320;320
2016;5;5;18;28;27;8;1;511;511;320;320
2015;4;4;18;31;24;9;11;407;407;320;320
2015;1;1;26;25;21;5;9;111;101;320;320
2016;20;20;20;47;45;3;1;2008;2008;320;320
2015;18;18;20;50;18;3;4;1802;1802;320;320
2015;17;17;20;41;42;2;5;1708;1708;320;320
2015;13;13;22;22;24;10;12;1312;1312;320;320
2015;10;10;17;72;999;9;10;1014;1014;320;320
2015;9;9;17;65;74;6;10;914;914;320;320
2015;6;6;11;61;59;6;7;601;601;320;320
2015;4;4;22;38;40;4;5;402;402;320;320
2015;1;1;15;40;32;4;5;101;101;320;320
2015;22;22;10;47;44;4;6;2216;2216;320;320
2015;9;9;3;63;48;3;9;901;901;320;320
2015;11;11;5;37;35;5;12;1102;1102;320;320
2015;21;21;14;37;33;5;6;2101;2101;320;320
2015;6;6;2;34;42;12;12;601;606;320;320
2016;5;5;23;26;24;9;4;511;511;320;320
2016;1;1;23;37;36;11;3;101;101;320;320
2015;6;6;22;27;25;5;9;604;604;320;320
2015;6;6;6;48;28;10;10;601;601;320;320
2015;1;1;29;43;46;4;10;101;101;320;320
2016;16;16;27;35;33;10;2;1609;1601;320;320
2015;22;22;19;31;29;5;6;2212;2212;320;320
2015;13;11;29;26;25;1;3;1301;1102;320;320
2015;1;1;20;23;23;5;8;108;108;320;320
2016;1;6;26;999;999;6;6;108;602;320;320
2015;2;2;29;41;33;4;5;205;205;320;320
2015;1;1;13;36;35;5;6;101;101;320;320
2016;18;18;12;60;64;11;4;1801;1802;320;320
2016;16;16;29;31;33;12;4;1602;1602;320;320
2015;1;1;22;32;30;7;9;116;116;320;320
2015;1;1;6;34;34;4;8;101;101;320;320
2016;16;16;17;41;34;6;2;1601;1601;320;320
2015;11;11;17;49;38;8;9;1107;1101;320;320
2015;1;1;27;29;26;4;8;108;101;320;320
2015;11;11;20;48;49;1;4;1101;1101;320;320
2015;5;5;11;50;49;2;3;509;509;320;320
2015;1;1;12;49;999;1;11;108;101;320;320
2016;1;1;23;36;43;7;2;101;101;320;320
2015;1;1;8;36;27;10;11;108;101;320;320
2015;10;10;6;999;999;2;3;1001;1001;320;320
2015;1;21;4;999;999;3;4;101;2101;320;320
2016;5;9;9;999;999;10;5;502;901;320;320
2015;1;3;12;999;999;1;2;101;301;320;320
2015;13;13;25;999;999;6;10;1301;1301;320;320
2015;21;1;19;999;999;5;6;2107;114;320;320
2016;21;21;17;999;999;12;1;2101;2101;320;320
2016;16;16;1;999;999;12;6;1601;1601;320;320
2016;10;10;9;999;999;1;3;1009;1009;320;320
2015;9;12;22;999;999;4;6;920;1220;320;320
2015;9;9;27;999;999;7;10;910;910;320;320
2016;1;1;23;999;999;12;2;101;101;320;320
2015;1;1;10;999;999;8;10;101;101;320;320
2015;1;1;26;999;999;6;8;101;101;320;320
2015;1;1;13;999;999;5;7;101;101;320;320
2015;1;1;11;999;999;3;5;101;101;320;320
2015;1;1;15;999;999;1;2;101;101;320;320
2015;1;1;14;999;999;4;8;101;109;320;320
2015;1;1;15;34;38;6;7;117;117;320;320
2015;6;6;29;999;37;7;11;602;601;320;320
2015;4;4;17;32;30;9;11;415;415;320;320
2015;6;6;15;42;37;10;12;602;602;320;320
2015;1;1;9;999;999;6;8;114;114;320;320
2015;1;11;9;999;999;2;3;101;1101;320;320
2015;1;1;23;999;31;7;12;108;101;320;320
2015;8;8;9;999;999;1;3;801;801;320;320
2015;12;1;14;999;999;1;11;1202;101;320;320
2015;9;9;20;36;28;7;8;902;902;320;320
2015;8;5;25;999;999;5;7;801;513;320;320
2016;8;8;1;999;999;9;3;801;801;320;320
2015;8;8;22;999;999;6;8;801;801;320;320
2015;8;8;2;999;999;6;7;801;801;320;320
2015;8;9;13;999;999;7;8;801;914;320;320
2015;1;1;22;31;26;6;9;113;113;320;320
2015;1;1;4;999;999;6;11;109;109;320;320
2015;1;1;20;999;999;7;8;108;101;320;320
2015;11;1;30;29;31;9;11;1101;117;320;320
2015;1;1;4;32;29;2;9;108;108;320;320
2015;1;1;8;35;33;9;11;108;115;320;320
2016;18;18;1;26;20;6;3;1801;1801;320;320
2015;16;16;10;36;29;3;9;1609;1601;320;320
2015;1;1;22;40;42;9;12;101;101;320;320
2016;14;14;23;76;54;11;1;1401;1401;320;320
2015;4;4;22;35;999;9;11;401;401;320;320
2015;14;16;24;48;41;4;9;1401;1601;320;320
2015;13;13;21;22;19;4;6;1301;1301;320;320
2015;8;8;24;22;20;7;9;804;804;320;320
2016;1;1;16;43;39;11;2;102;101;320;320
2015;9;9;17;59;55;8;10;902;902;320;320
2016;16;16;30;26;24;11;4;1601;1601;320;320
2016;1;1;10;56;42;9;4;101;101;320;320
2015;8;8;10;999;999;4;6;801;801;320;320
2015;1;1;23;999;999;10;12;103;103;720;320
2015;8;8;5;999;999;8;9;801;801;320;320
2015;1;1;6;999;999;8;11;115;101;320;320
2016;1;1;25;999;999;11;1;115;114;320;320
2015;12;1;18;999;999;3;5;1202;101;320;320
2015;9;9;3;37;35;8;8;902;902;320;320
2015;1;1;20;999;999;8;12;101;101;320;320
2015;1;1;17;999;999;7;11;101;101;320;320
2015;1;1;26;999;999;5;8;101;101;320;320
2015;1;1;23;999;999;2;7;101;101;320;320
2016;3;3;24;999;999;2;1;301;301;320;320
2015;1;1;2;999;999;6;10;101;101;320;320
2016;1;1;13;999;999;10;3;101;101;320;320
2015;9;9;16;34;31;3;5;901;901;320;320
2015;8;8;30;999;999;4;6;801;801;320;320
2015;8;8;8;999;999;5;9;801;801;320;320
2015;8;8;15;34;27;6;9;801;801;320;320
2015;1;1;7;39;31;9;12;115;115;320;320
2016;1;1;2;999;999;12;3;108;101;320;320
2015;1;1;14;999;999;9;10;108;101;320;320
2015;1;1;4;999;999;5;10;108;115;320;320
2016;1;1;14;999;999;1;3;101;101;320;320
2015;12;12;30;38;20;6;8;1219;1219;320;320
2015;11;11;25;36;30;3;7;1101;1101;320;320
2015;5;5;18;22;19;6;9;509;506;320;320
2015;22;22;10;23;21;8;9;2203;2203;320;320
2016;13;13;30;64;61;4;2;1301;1301;320;320
2016;9;9;9;40;37;12;1;914;914;320;320
2015;8;8;31;53;49;7;10;801;801;320;320
2015;6;6;30;25;23;7;9;601;601;320;320
2015;1;1;29;34;28;5;7;105;105;320;320
2015;22;1;28;39;51;4;6;2210;101;320;320
2015;22;22;22;40;32;5;6;2203;2203;320;320
2015;8;8;4;42;42;3;4;801;801;320;320
2016;9;9;5;45;44;2;1;902;902;320;320
2015;12;12;26;67;56;3;6;1210;1210;320;320
2015;11;11;28;32;35;4;10;1103;1103;320;320
2015;7;7;25;67;73;5;6;701;701;320;320
2015;22;22;18;39;35;2;3;2203;2203;320;320
2015;12;12;15;999;999;5;8;1201;1201;320;320
2015;11;11;22;999;999;7;11;1107;1107;320;320
2015;9;9;16;999;999;1;7;901;901;320;320
2015;8;8;2;999;999;7;8;801;801;320;320
2015;2;2;15;999;999;4;5;204;204;320;320
2015;1;1;9;999;999;2;5;115;101;320;320
2016;1;1;21;999;999;12;5;108;108;320;320
2016;1;1;25;999;999;11;2;101;101;320;320
2016;1;1;10;41;46;11;2;101;101;320;320
2016;1;1;7;999;999;10;1;101;101;320;320
2015;1;1;26;999;999;8;12;101;101;320;222
2015;1;1;30;999;999;7;9;101;101;320;320
2015;1;1;9;999;999;3;6;101;101;320;320
2015;22;22;30;999;999;4;6;2203;2203;320;320
2015;22;22;25;999;999;2;8;2201;2201;320;320
2015;6;6;23;999;999;9;11;605;605;320;320
2015;19;19;16;999;999;7;8;1904;1904;9999;320
2015;9;9;23;999;27;9;12;914;914;320;320
2015;9;9;14;999;42;8;10;921;901;320;320
2016;17;17;16;999;62;9;1;1711;1711;320;320
2015;9;9;28;57;52;10;12;901;901;320;320
2015;1;1;18;999;999;8;12;108;101;320;320
2016;3;3;7;31;33;8;2;312;301;320;320
2016;1;1;25;36;31;11;2;116;116;320;320
2015;9;9;27;39;35;5;7;901;914;320;320
2016;10;10;12;22;20;11;3;1001;1001;320;320
2015;5;5;9;59;44;7;8;510;510;320;320
2015;1;1;27;32;23;8;10;114;114;320;320
2015;16;16;2;40;33;10;11;1601;1601;320;320
2015;18;18;3;30;30;7;7;1801;1801;320;320
2015;1;1;18;37;35;8;11;117;101;320;320
2016;1;1;10;34;32;10;2;102;102;320;320
2015;10;10;22;25;28;9;10;1020;1020;320;320
2015;1;1;8;90;53;1;1;114;114;320;320
2015;2;2;15;999;999;4;5;207;207;320;320
2015;18;18;18;59;39;8;9;1801;1802;320;320
2015;10;10;6;999;999;2;2;1001;1001;320;320
2015;3;3;17;999;999;2;6;309;309;320;320
2015;1;1;24;999;999;7;12;115;115;320;320
2015;1;15;21;999;999;8;12;101;1503;320;320
2015;10;10;14;999;999;5;7;1003;1003;320;320
2016;1;1;30;999;999;11;3;101;101;320;320
2015;1;1;12;999;999;11;11;108;101;320;222
2015;18;18;7;44;999;10;11;1804;1804;320;320
2015;1;1;28;36;33;9;12;101;101;320;320
2016;1;1;8;35;24;6;1;101;101;320;320
2015;17;17;21;35;26;7;12;1703;1701;320;320
2015;14;14;22;27;30;7;9;1418;1418;320;320
2015;1;1;24;999;999;8;9;101;101;320;320
2016;1;1;9;999;999;11;3;101;101;840;320
2015;1;1;18;999;52;9;10;108;101;320;320
2015;20;20;15;27;28;4;9;2011;2011;320;320
2015;1;1;27;999;999;3;7;101;101;320;320
2015;14;14;5;33;33;1;6;1413;1413;320;320
2015;3;3;28;28;29;9;10;309;309;320;320
2015;9;9;19;33;35;1;6;901;901;320;320
2015;4;4;30;36;34;9;11;406;406;320;320
2015;22;22;18;31;30;6;8;2201;2202;320;320
2015;11;11;29;999;999;1;10;1107;1107;320;320
2015;10;10;20;33;31;8;11;1001;1001;320;320
2015;1;1;19;999;999;3;4;108;101;320;320
2015;1;1;15;999;999;4;4;108;111;320;320
2015;1;10;31;999;999;8;9;108;1001;320;320
2015;1;1;22;31;25;5;7;108;101;320;320
2015;19;19;19;27;20;8;10;1901;1901;320;320
2015;18;18;27;25;25;5;9;1801;1801;320;320
2016;1;1;18;71;37;11;4;101;101;320;320
2015;22;22;16;26;23;4;5;2205;2205;320;320
2015;14;14;28;29;22;1;9;1401;1401;320;320
2015;14;14;19;32;21;1;9;1401;1401;320;320
2015;11;11;4;33;25;6;8;1101;1101;320;320
2015;9;9;27;33;32;10;12;914;916;320;320
2015;19;19;10;32;27;2;3;1901;1901;320;320
2015;15;15;30;56;51;6;9;1501;1501;320;320
2016;13;9;21;32;25;7;1;1301;901;320;320
2016;12;12;12;37;24;10;5;1215;1215;320;320
2015;19;19;28;47;999;4;12;1902;1902;320;320
2016;1;1;1;29;999;10;4;101;101;320;320
2016;1;1;1;35;32;10;2;115;101;320;320
2016;5;5;8;24;27;9;4;506;506;320;320
2015;11;11;16;38;32;1;2;1101;1101;320;320
2015;3;3;15;41;41;6;7;301;301;320;320
2015;1;1;24;21;21;9;11;101;101;320;320
2015;1;1;12;27;25;2;5;101;108;320;320
2016;1;1;1;33;27;12;4;101;101;320;320
2016;19;19;4;31;26;12;1;1904;1904;320;320
2015;12;12;26;31;27;8;10;1225;1201;320;320
2016;22;22;24;26;25;9;3;2202;2202;320;320
2015;10;10;21;30;22;4;5;1003;1003;320;320
2015;1;1;10;31;32;8;9;103;101;320;320
2015;1;1;16;25;27;3;8;101;101;320;320
2016;1;1;17;29;999;9;4;116;116;320;320
2015;22;22;7;30;37;8;11;2201;2201;320;320
2016;9;9;6;31;30;3;1;901;901;320;320
2016;5;5;14;30;26;8;1;502;502;320;320
2015;13;13;2;36;44;3;4;1301;1301;320;320
2015;17;17;4;53;46;2;2;1701;1701;320;320
2015;1;1;30;27;30;5;8;101;101;320;320
2015;2;2;23;33;30;3;4;205;205;320;320
2015;4;4;3;26;21;9;10;416;416;320;320
2015;5;5;3;27;27;9;10;511;512;320;320
2015;1;1;5;26;25;8;9;108;101;320;320
2016;1;1;22;27;26;10;3;108;101;320;320
2015;1;1;24;29;23;7;10;101;101;320;320
2016;12;12;19;42;37;6;2;1222;1222;320;320
2015;7;7;16;47;41;2;5;713;713;320;320
2015;1;1;16;31;42;11;12;117;115;320;320
2015;12;12;9;27;25;6;10;1202;1202;320;320
2015;1;1;13;23;20;1;5;114;114;320;320
2015;5;5;29;29;26;7;10;501;501;320;320
2015;9;9;6;28;37;3;4;920;920;320;320
2015;14;1;1;30;32;6;7;1416;101;320;320
2015;1;1;28;26;23;5;9;110;110;320;320
2016;1;1;26;28;21;11;5;101;101;320;320
